subway,stationId,name
1002,1002000235,문래
1002,1002000236,영등포구청
1002,1002000237,당산
1002,1002000238,합정
1002,1002000239,홍대입구
1002,1002000240,신촌
1002,1002000241,이대
1002,1002000242,아현
1002,1002000243,충정로
1002,1002002111,용답
1002,1002002112,신답
1002,1002002113,용두
1002,1002002114,신설동
1002,1002002341,도림천
1002,1002002342,양천구청
1002,1002002343,신정네거리
1002,1002002344,까치산
1003,1003000309,원흥
1003,1003000310,대화
1003,1003000311,주엽
1003,1003000312,정발산
1003,1003000313,마두
1003,1003000314,백석
1003,1003000315,대곡
1003,1003000316,화정
1003,1003000317,원당
1003,1003000318,삼송
1003,1003000319,지축
1003,1003000320,구파발
1003,1003000321,연신내
1003,1003000322,불광
1003,1003000323,녹번
1003,1003000324,홍제
1003,1003000325,무악재
1003,1003000326,독립문
1003,1003000327,경복궁
1003,1003000328,안국
1003,1003000329,종로3가
1003,1003000330,을지로3가
1003,1003000331,충무로
1003,1003000332,동대입구
1003,1003000333,약수
1003,1003000334,금호
1003,1003000335,옥수
1003,1003000336,압구정
1003,1003000337,신사
1003,1003000338,잠원
1003,1003000339,고속터미널
1003,1003000340,교대
1003,1003000341,남부터미널
1003,1003000342,양재
1003,1003000343,매봉
1003,1003000344,도곡
1003,1003000345,대치
1003,1003000346,학여울
1003,1003000347,대청
1003,1003000348,일원
1003,1003000349,수서
1003,1003000350,가락시장
1003,1003000351,경찰병원
1003,1003000352,오금
1004,1004000409,당고개
1004,1004000410,상계
1004,1004000411,노원
1004,1004000412,창동
1004,1004000413,쌍문
1004,1004000414,수유
1004,1004000415,미아
1004,1004000416,미아사거리
1004,1004000417,길음
1004,1004000418,성신여대입구
1004,1004000419,한성대입구
1004,1004000420,혜화
1004,1004000421,동대문
1004,1004000422,동대문역사문화공원
1004,1004000423,충무로
1004,1004000424,명동
1004,1004000425,회현
1004,1004000426,서울역
1004,1004000427,숙대입구
1004,1004000428,삼각지
1004,1004000429,신용산
1004,1004000430,이촌
1004,1004000431,동작
1004,1004000432,총신대입구(이수)
1004,1004000433,사당
1004,1004000434,남태령
1004,1004000435,선바위
1004,1004000436,경마공원
1004,1004000437,대공원
1004,1004000438,과천
1004,1004000439,정부과천청사
1004,1004000440,인덕원
1004,1004000441,평촌
1004,1004000442,범계
1004,1004000443,금정
1004,1004000444,산본
1004,1004000445,수리산
1004,1004000446,대야미
1004,1004000447,반월
1004,1004000448,상록수
1004,1004000449,한대앞
1004,1004000450,중앙
1004,1004000451,고잔
1004,1004000452,초지
1004,1004000453,안산
1004,1004000454,신길온천
1004,1004000455,정왕
1004,1004000456,오이도
1005,1005000510,방화
1005,1005000511,개화산
1005,1005000512,김포공항
1005,1005000513,송정
1005,1005000514,마곡
1005,1005000515,발산
1005,1005000516,우장산
1005,1005000517,화곡
1005,1005000518,까치산
1005,1005000519,신정(은행정)
1005,1005000520,목동
1005,1005000521,오목교(목동운동장앞)
1005,1005000522,양평
1005,1005000523,영등포구청
1005,1005000524,영등포시장
1005,1005000525,신길
1005,1005000527,여의나루
1005,1005000528,마포
1005,1005000529,공덕
1005,1005000530,애오개
1005,1005000531,충정로
1005,1005000532,서대문
1005,1005000533,광화문
1005,1005000534,종로3가
1005,1005000535,을지로4가
1005,1005000536,동대문역사문화공원
1005,1005000537,청구
1005,1005000538,신금호
1005,1005000539,행당
1005,1005000540,왕십리
1005,1005000541,마장
1005,1005000542,답십리
1005,1005000543,장한평
1005,1005000544,군자(능동)
1005,1005000545,아차산(어린이대공원후문)
1005,1005000546,광나루(장신대)
1005,1005000547,천호(풍납토성)
1005,1005000548,강동
1005,1005080549,둔촌동
1005,1005080550,올림픽공원(한국체대)
1005,1005080551,방이
1005,1005080552,오금
1005,1005080553,개롱
1005,1005080554,거여
1005,1005080555,마천
1005,1005000549,길동
1005,1005000550,굽은다리(강동구민회관앞)
1005,1005000551,명일
1005,1005000552,고덕
1005,1005000553,상일동
1005,1005000554,강일
1005,1005000555,미사
1005,1005000556,하남풍산
1005,1005000557,하남시청
1005,1005000558,하남검단산
1006,1006000610,응암순환(상선)
1006,1006000611,역촌
1006,1006000612,불광
1006,1006000613,독바위
1006,1006000614,연신내
1006,1006000615,구산
1006,1006000616,새절(신사)
1006,1006000617,증산(명지대앞)
1006,1006000618,디지털미디어시티
1006,1006000619,월드컵경기장(성산)
1006,1006000620,마포구청
1006,1006000621,망원
1006,1006000622,합정
1006,1006000623,상수
1006,1006000624,광흥창
1006,1006000625,대흥(서강대앞)
1006,1006000626,공덕
1006,1006000627,효창공원앞
1006,1006000628,삼각지
1006,1006000629,녹사평
1006,1006000630,이태원
1006,1006000631,한강진
1006,1006000632,버티고개
1006,1006000633,약수
1006,1006000634,청구
1006,1006000635,신당
1006,1006000636,동묘앞
1006,1006000637,창신
1006,1006000638,보문
1006,1006000639,안암(고대병원앞)
1006,1006000640,고려대
1006,1006000641,월곡(동덕여대)
1006,1006000642,상월곡(한국과학기술연구원)
1006,1006000643,돌곶이
1006,1006000644,석계
1006,1006000645,태릉입구
1006,1006000646,화랑대(서울여대입구)
1006,1006000647,봉화산
1007,1007000709,장암
1007,1007000710,도봉산
1007,1007000711,수락산
1007,1007000712,마들
1007,1007000713,노원
1007,1007000714,중계
1007,1007000715,하계
1007,1007000716,공릉(서울산업대입구)
1007,1007000717,태릉입구
1007,1007000718,먹골
1007,1007000719,중화
1007,1007000720,상봉
1007,1007000721,면목
1007,1007000722,사가정
1007,1007000723,용마산
1007,1007000724,중곡
1007,1007000725,군자(능동)
1007,1007000726,어린이대공원(세종대)
1007,1007000727,건대입구
1007,1007000728,뚝섬유원지
1007,1007000729,청담
1007,1007000730,강남구청
1007,1007000731,학동
1007,1007000732,논현
1007,1007000733,반포
1007,1007000734,고속터미널
1007,1007000735,내방
1007,1007000736,총신대입구(이수)
1007,1007000737,남성
1007,1007000738,숭실대입구(살피재)
1007,1007000739,상도(중앙대앞)
1007,1007000740,장승배기
1007,1007000741,신대방삼거리
1007,1007000742,보라매
1007,1007000743,신풍
1007,1007000744,대림
1007,1007000745,남구로
1007,1007000746,가산디지털단지
1007,1007000747,철산
1007,1007000748,광명사거리
1007,1007000749,천왕
1007,1007000750,온수
1007,1007000751,까치울
1007,1007000752,부천종합운동장
1007,1007000753,춘의역
1007,1007000754,신중동
1007,1007000755,부천시청
1007,1007000756,상동
1007,1007000757,삼산체육관
1007,1007000758,굴포천
1007,1007000759,부평구청
1007,1007000760,산곡
1007,1007000761,석남
1008,1008000810,암사
1008,1008000811,천호(풍납토성)
1008,1008000812,강동구청
1008,1008000813,몽촌토성(평화의문)
1008,1008000814,잠실
1008,1008000815,석촌
1008,1008000816,송파
1008,1008000817,가락시장
1008,1008000818,문정
1008,1008000819,장지
1008,1008000820,복정
1008,1008000821,산성
1008,1008000822,"남한산성입구(성남법원, 검찰청)"
1008,1008000823,단대오거리
1008,1008000824,신흥
1008,1008000825,수진
1008,1008000826,모란
1009,1009000901,개화
1009,1009000902,김포공항
1009,1009000903,공항시장
1009,1009000904,신방화
1009,1009000905,마곡나루
1009,1009000906,양천향교
1009,1009000907,가양
1009,1009000908,증미
1009,1009000909,등촌
1009,1009000910,염창
1009,1009000911,신목동
1009,1009000912,선유도
1009,1009000913,당산
1009,1009000914,국회의사당
1009,1009000915,여의도
1009,1009000916,샛강
1009,1009000917,노량진
1009,1009000918,노들
1009,1009000919,흑석
1009,1009000920,동작
1009,1009000921,구반포
1009,1009000922,신반포
1009,1009000923,고속터미널
1009,1009000924,사평
1009,1009000925,신논현
1009,1009000926,언주
1009,1009000927,선정릉
1009,1009000928,삼성중앙
1009,1009000929,봉은사
1009,1009000930,종합운동장
1009,1009000931,삼전
1009,1009000932,석촌고분
1009,1009000933,석촌
1009,1009000934,송파나루
1009,1009000935,한성백제
1009,1009000936,올림픽공원
1009,1009000937,둔촌오륜
1009,1009000938,중앙보훈병원
1063,1063075110,용산
1063,1063075111,이촌
1063,1063075112,서빙고
1063,1063075113,한남
1063,1063075114,옥수
1063,1063075115,응봉
1063,1063075116,왕십리
1063,1063075117,청량리
1063,1063075118,회기
1063,1063075119,중랑
1063,1063075120,상봉
1063,1063075121,망우
1063,1063075122,양원
1063,1063075123,구리
1063,1063075124,도농
1063,1063075125,양정
1063,1063075126,덕소
1063,1063075127,도심
1063,1063075128,팔당
1063,1063075129,운길산
1063,1063075130,양수
1063,1063075131,신원
1063,1063075132,국수
1063,1063075133,아신
1063,1063075134,오빈
1063,1063075135,양평
1063,1063075136,원덕
1063,1063075137,용문
1063,1063075138,지평
1063,1063075826,효창공원앞
1063,1063075312,공덕
1063,1063075313,서강대
1063,1063075314,홍대입구
1063,1063075315,가좌
1063,1063075316,디지털미디어시티
1063,1063075317,수색
1063,1063075318,화전
1063,1063075319,강매
1063,1063075320,행신
1063,1063075321,능곡
1063,1063075322,대곡
1063,1063075323,곡산
1063,1063075324,백마
1063,1063075325,풍산
1063,1063075326,일산
1063,1063075327,탄현
1063,1063075328,야당
1063,1063075329,운정
1063,1063075330,금릉
1063,1063075331,금촌
1063,1063075333,월롱
1063,1063075334,파주
1063,1063075335,문산
1063,1063080312,신촌(경의.중앙선)
1063,1063080313,서울역
1065,1065006501,서울역
1065,1065006502,공덕
1065,1065006503,홍대입구
1065,1065006504,디지털미디어시티
1065,1065065042,마곡나루
1065,1065006505,김포공항
1065,1065006506,계양
1065,1065006507,검암
1065,1065065071,청라국제도시
1065,1065065072,영종
1065,1065006508,운서
1065,1065006509,공항화물청사
1065,1065006510,인천공항1터미널
1065,1065006511,인천공항2터미널
1067,1067080119,광운대
1067,1067080116,청량리
1067,1067080117,회기
1067,1067080118,중랑
1067,1067080120,상봉
1067,1067080121,망우
1067,1067080122,신내
1067,1067080123,갈매
1067,1067080124,별내
1067,1067080125,퇴계원
1067,1067080126,사릉
1067,1067080127,금곡
1067,1067080128,평내호평
1067,1067080129,천마산
1067,1067080130,마석
1067,1067080131,대성리
1067,1067080132,청평
1067,1067080133,상천
1067,1067080134,가평
1067,1067080135,굴봉산
1067,1067080136,백양리
1067,1067080137,강촌
1067,1067080138,김유정
1067,1067080139,남춘천
1067,1067080140,춘천
1075,1075075209,청량리
1075,1075075210,왕십리
1075,1075075211,서울숲
1075,1075075212,압구정로데오
1075,1075075213,강남구청
1075,1075075214,선정릉
1075,1075075215,선릉
1075,1075075216,한티
1075,1075075217,도곡
1075,1075075218,구룡
1075,1075075219,개포동
1075,1075075220,대모산
1075,1075075221,수서
1075,1075075222,복정
1075,1075075223,가천대
1075,1075075224,태평
1075,1075075225,모란
1075,1075075226,야탑
1075,1075075227,이매
1075,1075075228,서현
1075,1075075229,수내
1075,1075075230,정자
1075,1075075231,미금
1075,1075075232,오리
1075,1075075233,죽전
1075,1075075234,보정
1075,1075075235,구성
1075,1075075236,신갈
1075,1075075237,기흥
1075,1075075238,상갈
1075,1075075239,청명
1075,1075075240,영통
1075,1075075241,망포
1075,1075075242,매탄권선
1075,1075075243,수원시청
1075,1075075244,매교
1075,1075075245,수원
1075,1075075246,고색
1075,1075075247,오목천
1075,1075075248,어천
1075,1075075249,야목
1075,1075075250,사리
1075,1075075251,한대앞
1075,1075075252,중앙
1075,1075075253,고잔
1075,1075075254,초지
1075,1075075255,안산
1075,1075075256,신길온천
1075,1075075257,정왕
1075,1075075258,오이도
1075,1075075259,달월
1075,1075075260,월곶
1075,1075075261,소래포구
1075,1075075262,인천논현
1075,1075075263,호구포
1075,1075075264,남동인더스파크
1075,1075075265,원인재
1075,1075075266,연수
1075,1075075267,송도
1075,1075075268,인하대
1075,1075075269,숭의
1075,1075075270,신포
1075,1075075271,인천
1077,1077000687,강남
1077,1077000688,양재
1077,1077000689,양재시민의숲
1077,1077006810,청계산입구
1077,1077006811,판교
1077,1077006812,정자
1077,1077006813,미금
1077,1077006814,동천
1077,1077006815,수지구청
1077,1077006816,성복
1077,1077006817,상현
1077,1077006818,광교중앙
1077,1077006819,광교
1091,1091004800,인천공항1터미널
1091,1091004801,장기주차장
1091,1091004802,합동청사
1091,1091004803,파라다이스 시티
1091,1091004804,워터파크
1091,1091004805,용유
1092,1092004701,북산한우이
1092,1092004702,솔밭공원
1092,1092004703,4·19민주묘지
1092,1092004704,가오리
1092,1092004705,화계
1092,1092004706,삼양
1092,1092004707,삼양사거리
1092,1092004708,솔샘
1092,1092004709,북한산보국문
1092,1092004710,정릉
1092,1092004711,성신여대입구
1092,1092004712,보문
1092,1092004713,신설동
